Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
Millennium Towne Center,"6810 Jefferson Highway, Baton Rouge, LA 70806",Baton Rouge,LA,United States,70806,Apartment,,Garden / Low-Rise,No,Baton Rouge,,276,Units,4/19/19,1,49.7,$,"180,086.96",,,0.06,As Reported,No,,No,,Cushman & Wakefield,,3,0,,2008,,0.95,,,,,,Yes,Inland Real Estate Group,,,,Morgan Communities,,,,96,196278,49704000,49704000,57981,Apartment,Millennium Towne Center,4/19/19,1,,6810 Jefferson Hwy,INLAND REAL ESTATE GROUP,,,,TNP,MORGAN MANAGEMENT,,,70806,180086.9565,285228,276,4910,0.9999999
Fountains In The Park,"5700 73rd Avenue North, Minneapolis, MN 55429",Minneapolis,MN,United States,55429,Apartment,,Garden / Low-Rise,No,Minneapolis,Northwest,96,Units,4/18/19,1,8.9,$,"92,708.33",,B-,0.05949049,Green Street Market Estimate,No,,No,,CBRE Group,,3,0,,1967,,,0.06234617,0.06341917,0.06823444,,,Yes,Monarch Investment & Management Group,,,,,,,,98,179641,8900000,8900000,52989,Apartment,Fountains in the Park,4/16/19,1,,5700 73rd Ave N,MONARCH,,,,STEVEN SCOTT DEVELOPMENT,,,,55429,92708.3333,83328,96,4460,1.0000006
3880 Broadway,"3880 Broadway, New York, NY 10032",New York,NY,United States,10032,Apartment,,Mid-Rise,No,New York,Morningside Hts,35,Units,4/17/19,1,19.7,$,"562,857.14",,B+,0.04074735,Green Street Market Estimate,No,,No,,Cignature Realty,,6,0,,1910,,,0.05266024,0.05449911,0.05543289,,,Yes,,,,,,,,,102,572654,19700000,19700000,88302,Apartment,3880 Broadway,4/24/19,1,,3880 Broadway,SDG MANAGEMENT,,,,GOLDMONT REALTY,,,,10032,562857.1429,44868,35,7758,0.9999999
1117 South Bedford Street,"1117 South Bedford Street, Los Angeles, CA 90035",Los Angeles,CA,United States,90035,Apartment,,Garden / Low-Rise,No,Los Angeles,Mid-Wilshire,15,Units,4/17/19,1,6.63,$,"441,666.67",,A-,0.03232428,Green Street Market Estimate,No,,No,,Marcus & Millichap IPA,,2,0,,,,,0.05754025,0.05499657,0.05093812,,,Yes,,,,,,,,,104,22122,6625000,6625000,6051,Apartment,1117 South Bedford Street,4/17/19,1,,1117 S Bedford St,BEDFORD FLATS BEDFORD 52,,,,EXECUTIVE COATINGS AND CONTRACTING,,,,90035,441666.6667,19212,15,476,1.0000001
Waverly Pointe,"624 Forest Hill Road, Macon, GA 31210",Macon,GA,United States,31210,Apartment,,Garden / Low-Rise,No,Macon,,100,Units,4/17/19,1,6,$,"60,000.00",,,0.06716334,Trailing 12 months,No,,No,,Cushman & Wakefield,,2,0,,1971,,0.83,,,,,,Yes,,,,,,,,,105,423832,6000000,6000000,76026,Apartment,Waverly Pointe,4/17/19,1,,624 Forest Hill,WAVERLY MAC,,,,MACON VETERANS FUND,,,,31210,60000,102013,100,6428,1
Pines of Roanoke,"4630 Roxbury Lane, Roanoke, VA 24018",Roanoke,VA,United States,24018,Apartment,,Garden / Low-Rise,No,"Roanoke, VA",,216,Units,4/17/19,1,19,$,"87,962.96",,,0.0730606,Trailing 12 months,No,,No,,Cushman & Wakefield,,2,0,,1976,2016,0.94,,,,,,Yes,,,,,Stonemark Management,,,,106,159612,19000000,19000000,46889,Apartment,The Pines Of Roanoke,4/17/19,1,,4630 Roxbury Ln SW,SOLOMON ORGANIZATION,,,,STONEMARK MANAGEMENT,,,,24018,87962.963,206449,216,3901,0.96953577
Park at Clear Lake,"1239 Bay Area Boulevard, Houston, TX 77058",Houston,TX,United States,77058,Apartment,,Garden / Low-Rise,No,Houston,Clear Lake / NASA,342,Units,4/17/19,1,26.1,$,"76,315.79",,B+,0.05772075,Trailing 12 months,No,,No,,Newmark Group,10,2,0,15,1976,2019,0.921,0.05855573,0.06000304,0.06347906,,,Yes,Keener Investments,,,,,,,,109,33017,12719297.99,12719297.99,9222,Apartment,Park at Clear Lake,4/17/19,1,,1239 Bay Area Boulveard,KEENER INVESTMENT,,,,MADERA EQUITY,,,,77058,73099.4137,128484,174,752,1.0000001
2929 Wycliff,"2929 Wycliff Avenue, Dallas, TX 75219",Dallas,TX,United States,75219,Apartment,,Mid-Rise,No,Dallas / Fort Worth,Central,284,Units,4/17/19,1,46.35,$,"163,204.23",,B+,0.04941132,Green Street Market Estimate,No,,No,,Moran & Co.,,4,0,,,,,0.05603406,0.05690459,0.05760218,,,Yes,Mesirow Financial,,,,J.P. Morgan Investment Management,,,,113,655538,46200000,46200000,93487,Apartment,2929 Wycliff,4/17/19,1,,2929 Wycliff Ave,MESIROW FINANCIAL,,,,JP MORGAN,,,,75219,162676.0563,246078,284,8315,0.99999994
Woodlands at White Oak,"22 Forest Circle, Newnan, GA 30265",Newnan,GA,United States,30265,Apartment,,Garden / Low-Rise,No,Atlanta,Airport / South,114,Units,4/16/19,1,14.3,$,"125,438.60",,B,0.0754,As Reported,No,,No,,CBRE Group,10.94,3,0,7,,,,0.05534022,0.05904403,0.05466299,,,Yes,Vukota Capital Management,,,,Radco Cos.,,,,122,89246,14300000,14300000,26149,Apartment,Woodlands At White Oak,4/12/19,1,,22 Forest Cir,VUKOTA CAPITAL MANAGEMENT,,,,RADCO,,,,30265,125438.5965,129504,114,2165,1.0000001
Cosmopolitan,"3001 McKnight East Drive, Pittsburgh, PA 15237",Pittsburgh,PA,United States,15237,Apartment,,Mid-Rise,No,Pittsburgh,North,149,Units,4/16/19,1,27.23,$,"182,738.26",,A-,0.05627167,Trailing 12 months,No,,No,,HFF,,6,0,,2017,,0.97,0.06428664,0.0623913,0.06077921,,,Yes,,,,,Morgan Communities,,,,123,1294419,32700000,32700000,132120,Apartment,The Cosmopolitan,4/16/19,1,,3001 McKnight East Dr,,,,,MORGAN MANAGEMENT,,,,15237,219463.0872,133414,149,12649,0.9301632
Hyde Park at Ribelin Ranch,"9900 McNeil Drive, Austin, TX 78750",Austin,TX,United States,78750,Apartment,,,No,Austin,Far Northwest,350,Units,4/16/19,1,,,,,A+,0.04503863,Trailing 12 months,Yes,,No,,,18,,0,2,2008,,,0.05280435,0.05130981,0.04990778,,,Yes,American Landmark Properties,,,,Provident Realty Advisors,,,,131,809189,51000000,51000000,101167,Apartment,Hyde Park At Ribelin Ranch,4/15/19,1,,9900 McNeil Dr,AMERICAN LANDMARK,ASCENDA CAPITAL,,,PROVIDENT REALTY ADVISORS,,,,78750,145714.2857,349740,350,9221,1.0000004
Hampton Chase,"2005 Borowood Drive, Nashville, TN 37217",Nashville,TN,United States,37217,Apartment,,Garden / Low-Rise,No,Nashville,Airport,202,Units,4/15/19,1,20.75,$,"102,722.77",,B,0.05,As Reported,No,,No,,CBRE Group,,2,0,,1974,,0.91,0.05232624,0.05951789,0.05951789,,,Yes,Lion Real Estate Group,,,,Sterling Group,,,,132,80073,20750000,20750000,23432,Apartment,Hampton Chase,4/15/19,1,,2005 Borowood Dr,LION REAL ESTATE GROUP,,,,STERLING GROUP,,,,37217,102722.7723,225700,202,1935,0.9999994
San Sonoma,"9010 South Priest Drive, Tempe, AZ 85284",Tempe,AZ,United States,85284,Apartment,,Garden / Low-Rise,No,Phoenix,South Tempe,590,Units,4/15/19,0.5,71.25,$,"241,525.42",,A-,0.03754513,Green Street Market Estimate,No,,No,,,29.0849,2,0,70,2015,,0.95,0.05236236,0.05095673,0.04799916,,,Yes,Millennium Management,,,,Kitchell Development,,,,136,781935,71260000,142520000,98435,Apartment,San Sonoma,4/1/19,0.5,partnership interest,9010 S Priest Dr,MILLENNIUM MANAGEMENT,,,,KITCHELL DEVELOPMENT,,,,85284,241559.322,463623,590,8938,0.9999995
Reserve at Eagle Ridge,"1947 Eagle Ridge Drive, Waukegan, IL 60087",Waukegan,IL,United States,60087,Apartment,,Garden / Low-Rise,No,Chicago,East Lake County,370,Units,4/15/19,1,42,$,"113,513.51",,B+,0.06261887,Trailing 12 months,No,,No,,Newmark Group,,3,0,,2002,2008,0.94,0.06305658,0.06105503,0.07179841,,,Yes,Monarch Investment & Management Group,,,,Independence Realty Trust,,,,139,75489,42000000,42000000,21929,Apartment,Reserve at Eagle Ridge,4/30/19,1,,1947 W Eagle Ridge Dr,MONARCH,,,,INDEPENDENCE REALTY TRUST,,,,60087,113513.5135,302250,370,1819,1.0000004
Lofts at Valley Forge,"1876 Minutemen Lane, Norristown, PA 19403",Norristown,PA,United States,19403,Apartment,,Mid-Rise,No,Philadelphia,N Montgomery Cnty,388,Units,4/15/19,1,67,$,"172,680.41",,A-,0.05179637,Green Street Market Estimate,No,,No,,Newmark Group,,5,0,,,,,0.06024906,0.05989328,0.0620895,,,Yes,FPA Multifamily,,,,MLP Ventures, PGIM Real Estate,,,142,788141,67000000,67000000,99551,Apartment,Lofts at Valley Forge,4/11/19,1,,1876 Minutemen Ln,FPA MULTIFAMILY,,,,MLP VENTURES,PGIM REAL ESTATE,,,19403,172680.4124,,388,9019,1.0000007
Courtney at Universal Boulevard,"9703 Avellino Avenue, Orlando, FL 32819",Orlando,FL,United States,32819,Apartment,,Mid-Rise,No,Orlando,South Central,355,Units,4/15/19,1,77.75,$,"219,000.00",,B+,0.04865593,Green Street Market Estimate,No,,No,,Walker & Dunlop,13,4,0,14,,,,0.05617618,0.05714738,0.0576543,,,Yes,Blackstone Group Inc.,,,,ContraVest,,,,145,1393878,77745000,77745000,142855,Apartment,The Courtney at Universal Boulevard,4/24/19,1,,9703 Avellino Ave,BREIT,,,,CONTRAVEST,,,,32819,219000,367849,355,15069,0.96825844
Commonwealth,"1201 Chestnut Street, Philadelphia, PA 19107",Philadelphia,PA,United States,19107,Apartment,,High-Rise,Yes,Philadelphia,Center City,98,Units,4/15/19,1,29.7,$,"303,061.22",,A,0.04792383,Green Street Market Estimate,No,,No,,HFF,,15,0,,,,,0.06024906,0.0559871,0.05823394,,,Yes,Alterra Property Group, Carlyle Group,,,Invesco Real Estate,,,,146,29361,29650000,29650000,8188,Apartment,The Commonwealth,4/1/19,1,,1201 Chestnut St,CARLYLE GROUP,ALTERRA PROPERTIES GROUP,,,INVESCO REAL ESTATE,,,,19107,302551.0204,110250,98,667,0.9456524
Archstone Toscano,"2900 North Braeswood Boulevard, Houston, TX 77025",Houston,TX,United States,77025,Apartment,,Mid-Rise,No,Houston,Museum,474,Units,4/15/19,1,98,$,"206,751.05",,A++,0.04606652,Green Street Market Estimate,No,,No,,HFF,8,4,0,2,,,,0.05855573,0.05311311,0.05592718,,,Yes,Alliance Residential,,,,AvalonBay Communities,,,,147,565972,98000000,98000000,87525,Apartment,Archstone Toscano,4/15/19,1,,2900 N Braeswood,ALLIANCE RESIDENTIAL,,,,AVALONBAY,,,,77025,206751.0549,461127,474,7684,1
Apartments at 1220,"1220 North Broad Street, Philadelphia, PA 19121",Philadelphia,PA,United States,19121,Apartment,,High-Rise,No,Philadelphia,North,295,Units,4/15/19,1,28,$,"94,915.25",,B,0.036774,Trailing 12 months,No,,No,,(None),1,15,0,1,1951,,0.907,0.06024906,0.06533242,0.0720557,,,Yes,Spencer Realty,,,,,,,,148,31548,28120750,28120750,8799,Apartment,Apartments @ 1220,4/4/19,1,,1220 N Broad St,SPENCER REALTY MANAGEMENT,,,,PINTZUK BROWN,,,,19121,95324.5763,283919,295,724,0.97123575
Social West,"1117 City Park Avenue, Fort Collins, CO 80521",Fort Collins,CO,United States,80521,Apartment,,Garden / Low-Rise,No,"Fort Collins, CO",,198,Units,4/15/19,1,,,,,,,,Yes,,No,,CBRE Group,,2,0,,,,,,,,,,Yes,FPA Multifamily,,,,Summit Management Living,,,,156,1171909,29678326.99,29678326.99,115555,Apartment,The Social West,4/13/19,1,,1117 City Park Ave,FPA MULTIFAMILY,,,,SUMMIT MANAGEMENT SERVICES,,,,80521,149890.5403,,198,11052,0.936208
ReNew Foothills,"2155 Orchard Place, Fort Collins, CO 80521",Fort Collins,CO,United States,80521,Apartment,,Garden / Low-Rise,No,"Fort Collins, CO",,134,Units,4/15/19,1,,,,,,,,Yes,,No,,CBRE Group,,3,0,,,,,,,,,,Yes,FPA Multifamily,,,,Summit Management Living,,,,157,88131,20085332.41,20085332.41,25834,Apartment,ReNew Foothills,4/13/19,1,,2155 W Orchard Pl,FPA MULTIFAMILY,,,,SUMMIT MANAGEMENT SERVICES,,,,80521,149890.5403,105996,134,2143,1.0000002
Red River Village,"1060 Village Circle, Fergus Falls, MN 56537",Fergus Falls,MN,United States,56537,Apartment,,Garden / Low-Rise,No,Other,,66,Units,4/12/19,1,7.01,$,"106,200.00",,,0.06,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2,0,,,,,,,,,,Yes,,,,,,,,,161,958088,7009200,7009200,110825,Apartment,Red River Village,4/12/19,1,,1060 Village Cir,CAMPBELL PROPERTIES MANAGEMENT,,,,RED RIVER APARTMENTS,,,,56537,106200,82368,66,10355,1
Greenwood on Marketplace,"3255 Drexel Lane, East Point, GA 30344",East Point,GA,United States,30344,Apartment,,Garden / Low-Rise,No,Atlanta,Airport / South,152,Units,4/12/19,1,9.1,$,"59,868.42",,B,0.05940896,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,2,0,,,,,0.05534022,0.05904403,0.06399963,,,Yes,Disrupt Equity Partners,,,,,,,,162,124671,9100000,9100000,36639,Apartment,Greenwood at Marketplace,4/12/19,1,,3255 Drexel Ln,DISRUPT EQUITY PARTNERS,,,,CIVITAS COLONY CAMP CREEK,,,,30344,59868.4211,201016,152,3021,0.955376
Hanley New York (Residential portion),"165 East 66th Street, New York, NY 10065",New York,NY,United States,10065,Apartment,,,No,New York,Upper East Side,152,Units,4/12/19,1,200,$,"1,315,789.47",,A+,,,No,,No,,Marcus & Millichap IPA,0.4591,,0,1,,,,0.05266024,0.04899053,0.04707581,,,Yes,CIM Group,,,,Crescent Heights,,,,166,60816,200000000,200000000,17495,Apartment,Hanley New York (Residential Condos),4/11/19,1,,165 E 66th St,CIM GROUP,,,,CRESCENT HEIGHTS,,,,10065,1315789.474,278325,152,1457,0.90303534
Windsor Vista,"1521 East Windsor Road, Glendale, CA 91205",Glendale,CA,United States,91205,Apartment,,Garden / Low-Rise,No,Los Angeles,Burbank / Glendale,22,Units,4/11/19,1,6.3,$,"286,363.64",,A-,0.03744436,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2,0,,,,,0.05754025,0.05595589,0.05900073,,,Yes,,,,,,,,,168,1390704,6300000,6300000,142487,Apartment,Windsor Vista,4/11/19,1,,1521 E Windsor Rd,BRIAN MAHAN JAZAERI,,,,MZL PROPERTIES,,,,91205,286363.6364,19690,22,14742,1.0000007
Saltmeadow,"162 Beach 5th Street, Queens, NY 11691",Queens,NY,United States,11691,Apartment,,Garden / Low-Rise,No,New York,Queens County,90,Units,4/11/19,1,33,$,"366,666.67",,B+,0.04667999,Green Street Market Estimate,No,,No,,Westwood Realty Associates,,2,0,,,,1,0.05266024,0.0540007,0.05883195,,,Yes,Treetop Development,,,,JDS Development Group,,,,171,1389663,33000000,33000000,142316,Apartment,Saltmeadow,4/10/19,1,,126 Beach 5th St,TREETOP DEVELOPMENT,,,,JDS DEVELOPMENT,,,,11691,550000,,60,14578,1.0000002
1322 North,"1322 North Dean Road, Auburn, AL 36830",Auburn,AL,United States,36830,Apartment,,Garden / Low-Rise,No,Auburn,,214,Units,4/11/19,1,27.61,$,"129,000.00",,,0.05989677,Trailing 12 months,No,,No,,Newmark Group,,2,0,,2002,2014,0.93,,,,,,Yes,,,,,,,,,174,39607,27606000,27606000,11212,Apartment,1322 North Apartments,4/4/19,1,,1322 N Dean Rd,LIV DEVELOPMENT,,,,MESA CAPITAL PARTNERS,,,,36830,129000,220361,214,909,0.86530894
Riverwalk 2,"301 Southeast 6th Avenue, Homestead, FL 33030",Homestead,FL,United States,33030,Apartment,,,No,Miami,South Dade,112,Units,4/10/19,1,12,$,"107,142.86",,B+,0.05050719,Green Street Market Estimate,No,,No,,,,,0,,1994,,,0.05561605,0.05849728,0.05963412,,,Yes,,,,,,,,,175,533751,12000000,12000000,84502,Apartment,Riverwalk II,4/10/19,1,,301 SE 6th Ave,LINCOLN AVE CAPITAL,,,,YTECH INTERNATIONAL REALTY,TREEVITA GROUP,,,33030,107142.8571,103243,112,7385,0.9789766
157-159 Lexington Avenue,"157 Lexington Avenue, New York, NY 10016",New York,NY,United States,10016,Apartment,,Mid-Rise,No,New York,Stuyvesant / Turtle Bay,12,Units,4/10/19,1,11.5,$,"958,333.33",,A+,0.03320689,Green Street Market Estimate,No,,No,,JLL,0.055,7,0,1,,,,0.05266024,0.04894646,0.04774965,,,Yes,Shaun Ajodan,,,,,,,,176,1390569,11500000,11500000,142467,Apartment,157-159 Lexington Avenue,4/12/19,1,,157 Lexington Ave,30TH AND LEX,,,,MICHAEL TSOUMPAS,,,,10016,884615.3846,12452,13,14723,0.9999997
Fox Ridge Manor,"2200 Fox Ridge Manor Road, Raleigh, NC 27610",Raleigh,NC,United States,27610,Apartment,,Garden / Low-Rise,No,Raleigh-Durham,South Wake County,164,Units,4/10/19,1,16,$,"97,560.98",,B+,0.05838722,Green Street Market Estimate,No,,No,,Cushman & Wakefield,27.46,3,0,23,,,,0.05450059,0.05622194,0.06221739,,,Yes,EBEX Holdings, Friedlam Partners,,,Artesia Real Estate,,,,179,790916,16000000,16000000,99856,Apartment,Fox Ridge Manor,4/10/19,1,,2200 Fox Ridge Manor Rd,FRIEDLAM PARTNERS,,,,ARTESIA REAL ESTATE,,,,27610,96969.697,185150,165,9046,0.9999998
Archstone Chelsea,"800 6th Avenue, New York, NY 10001",New York,NY,United States,10001,Apartment,,High-Rise,No,New York,Midtown West,266,Units,4/10/19,1,242.5,$,"911,654.14",,A,0.03987132,Trailing 12 months,No,,No,,Cushman & Wakefield,,36,0,,2003,,0.95,0.05266024,0.04904983,0.05543289,,,Yes,Greystar Real Estate Partners,,,,Equity Residential,,,,183,211816,240000000,240000000,62591,Apartment,Archstone Chelsea,3/31/19,1,,800 6th Ave,GREYSTAR,,,,EQUITY RESIDENTIAL,,,,10001,902255.6391,186732,266,5291,0.9999999
Tatum Place,"16801 North 49th Street, Scottsdale, AZ 85254",Scottsdale,AZ,United States,85254,Apartment,,Garden / Low-Rise,No,Phoenix,North Scottsdale,164,Units,4/9/19,1,26.15,$,"159,451.22",,A,0.03754513,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,2,0,,,,,0.05236236,0.0477307,0.04799916,,,Yes,Rockwell Partners,,,,Clear Sky Capital,,,,188,1217865,26150000,26150000,121854,Apartment,Tatum Place Apartments ,4/9/19,1,,16801 N 49th St,ROCKWELL PARTNERS,,,,CLEAR SKY CAPITAL,,,,85254,159451.2195,134380,164,11623,0.88166195
Hickory Farm,"3822 Hickory Farms Drive, Memphis, TN 38115",Memphis,TN,United States,38115,Apartment,,,No,Memphis,Germantown,208,Units,4/8/19,1,14.15,$,"68,028.85",,B,0.0669837,Green Street Market Estimate,No,,No,,,,,0,,1967,,,0.06417993,0.06127726,0.06955353,,,Yes,,,,,Northland Investment Corp.,,,,190,140314,14150000,14150000,41246,Apartment,Hickory Farm,4/9/19,1,,3822 Hickory Farms Dr,THINK MULTIFAMILY,,,,NORTHLAND INVESTMENT,,,,38115,70750,161400,200,3422,0.99999976
10009 De Soto Avenue,"10009 De Soto Avenue, Los Angeles, CA 91311",Los Angeles,CA,United States,91311,Apartment,,Garden / Low-Rise,No,Los Angeles,Chatsworth / Canoga Park,61,Units,4/8/19,1,13.2,$,"216,393.44",,B+,0.04114427,Green Street Market Estimate,No,,No,Kidder Mathews,(None),,2,0,,,,,0.05754025,0.05947281,0.05900073,,,Yes,,,,,,,,,193,666544,13200000,13200000,94621,Apartment,10009 de Soto Avenue,4/1/19,1,,10009 de Soto Ave,4D DEVELOPMENT AND INVESTMENT,,,,JEAN A WEIR,,,,91311,216393.4426,43616,61,8460,0.99999964
Springs at Essex Farms,"3245 Glenn McConnell Parkway, Charleston, SC 29414",Charleston,SC,United States,29414,Apartment,,Garden / Low-Rise,No,Charleston,,284,Units,4/8/19,1,46.8,$,"164,788.73",,,,,No,,No,,JLL,,2,0,,,,,,,,,,Yes,B&M Management,,,,Continental Properties,,,,195,881367,46800000,46800000,107381,Apartment,Springs at Essex Farms,4/12/19,1,,3245 Glenn McConnell Pkwy,B AND M MANAGEMENT,,,,CONTINENTAL PROPERTIES,,,,29414,164788.7324,261564,284,9880,0.999999
865 Bellevue Road,"865 Bellevue Road, Nashville, TN 37221",Nashville,TN,United States,37221,Apartment,,Garden / Low-Rise,No,Nashville,West End,326,Units,4/8/19,1,56.65,$,"173,773.01",,A+,0.0501086,Green Street Market Estimate,No,,No,,,31,2,0,26,,,,0.05232624,0.04932604,0.0528316,,,Yes,Hamilton Zanze,,,,Aimco,,,,196,504081,56650000,56650000,82114,Apartment,865 Bellevue,4/3/19,1,,865 Bellevue Rd,HAMILTON ZANZE AND,CANTOR COMML REAL ESTATE LENDING,,,AIMCO,,,,37221,173773.0061,358935,326,7100,0.9505969
18618 Clark Street,"18618 Clark Street, Los Angeles, CA 91356",Los Angeles,CA,United States,91356,Apartment,,Garden / Low-Rise,No,Los Angeles,Woodland Hills / Encino,25,Units,4/5/19,1,5.22,$,"208,800.00",,A,0.03488978,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,0.5412,2,0,1,,,,0.05754025,0.0540398,0.0553069,,,Yes,,,,,,,,,197,1390487,5220000,5220000,142453,Apartment,18618 Clark Street,4/5/19,1,,18618 Clark St,LANDMARK REAL ESTATE AND PROPERTIES MANAGEMENT,,,,LEONARD LOWENSCHUSS,,,,91356,208800,20882,25,14709,1.0000006
Pine Crest,"400 Swiss Street, North Augusta, SC 29841",North Augusta,SC,United States,29841,Apartment,,Garden / Low-Rise,No,Augusta,,120,Units,4/5/19,1,10.35,$,"86,266.67",,,,,No,,No,,Berkadia,,3,0,,,,,,,,,,Yes,,,,,,,,,198,144292,5250000,5250000,42424,Apartment,Pine Crest Apartments,4/9/19,1,,400 Swiss St,GULFLET PROPERTIES,,,,CONTOUR PROPERTIES MANAGEMENT,,,,29841,43750,121080,120,3532,0.85258526
Prairie Meadows 2&3,"W168N11328 Western Avenue, Germantown, WI 53022",Germantown,WI,United States,53022,Apartment,,Garden / Low-Rise,No,Milwaukee,,74,Units,4/4/19,1,6.05,$,"81,756.76",,,0.063,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2,0,,,,,,,,,,Yes,,,,,,,,,201,1406843,6050000,6050000,143710,Apartment,Prairie Meadows II & III,4/4/19,1,,W168N11328 Western Ave,,,,,,,,,53022,81756.7568,63279,74,15877,0.9527656
51 Spring Street,"51 Spring Street, New York, NY 10012",New York,NY,United States,10012,Apartment,,Mid-Rise,Yes,New York,Financial District,15,Units,4/4/19,1,10.83,$,"721,666.67",,A+,0.03255926,Green Street Market Estimate,No,,No,,Cushman & Wakefield,0.0489,6,0,1,1910,,,0.05266024,0.04856478,0.04774965,,,Yes,,,,,,,,,202,1389921,10825000,10825000,142347,Apartment,51 Spring Street,4/4/19,1,,51 Spring St,JAVERI CAPITAL,DNA DEVELOPMENT,WILDEDGE,FIFTH SQ PARTNERS,BECKER GLYNN MUFFLY CHASSIN AND HOSINSKI,,,,10012,721666.6667,8075,15,14607,1
Sea Pines,"952 Maximus Square, Virginia Beach, VA 23451",Virginia Beach,VA,United States,23451,Apartment,,Garden / Low-Rise,No,Norfolk / Hampton Roads,,96,Units,4/4/19,1,8,$,"83,333.33",,,0.04003888,Trailing 12 months,No,,No,,Newmark Group,,2,0,,1945,,0.98,,,,,,Yes,,,,,Franklin Johnston Group,,,,203,1389543,8000000,8000000,142295,Apartment,Sea Pines,4/4/19,1,,952 Maximus Sq,SEMINOLE TRAIL PROPERTIES,,,,FRANKLIN JOHNSTON GROUP,,,,23451,83333.3333,84000,96,14557,0.99999976
View,"3788 Elliott Street, San Diego, CA 92106",San Diego,CA,United States,92106,Apartment,,Garden / Low-Rise,No,San Diego,Old Town / Point Loma,34,Units,4/4/19,1,16.35,$,"480,882.35",,A-,0.03433594,Green Street Market Estimate,No,,No,Berkadia,Berkadia,1.12,3,0,1,,,,0.05541035,0.05185751,0.05017219,,,Yes,Highlands REIT,,,,Forge Partners,,,,204,1224593,16350000,16350000,122919,Apartment,The View,4/4/19,1,,3788 Elliott St,HIGHLANDS REIT,,,,DWO ENTERPRISES,MILLER COMMERCIAL PROPERTIES,,,92106,480882.3529,40977,34,11735,0.86926997
Boca Villa,"100 West Hidden Valley Boulevard, Boca Raton, FL 33487",Boca Raton,FL,United States,33487,Apartment,,,No,Palm Beach,Boca Raton East,53,Units,4/3/19,1,13.5,$,"254,716.98",,A+,0.04259388,Green Street Market Estimate,No,,No,,,,,0,,,,,0.055672,0.05166829,0.05276715,,,Yes,,,,,,,,,207,925685,13500000,13500000,109717,Apartment,Boca Villa (Phase II),4/3/19,1,,100 W Hidden Valley Blvd,MARINA AND BRIANA EDWIDGE REALTY,,,,ROSEMURGY PROPERTIES,,,,33487,254716.9811,80500,53,10199,0.8865052
